A_ID,B_ID,A_NAME,B_NAME,A_MAILADDRESS1,B_MAILADDRESS1
595136,599183,Lincare Inc,Lincare Inc,.,.
601168,599183,Lincare Inc,Lincare Inc,.,.
1151012,602462,Mgdg Consulting,MG consulting,.,.
2209126,602462,PHG Consulting,MG consulting,.,.
594476,601168,Lincare Inc,Lincare Inc,.,.
593197,601168,Lincare Inc,Lincare Inc,.,.
595306,601168,Lincare Inc,Lincare Inc,.,.
594475,601168,Lincare Inc,Lincare Inc,.,.
594418,601168,Lincare Inc,Lincare Inc,.,.
595085,601168,Lincare Inc,Lincare Inc,.,.
595083,601168,Lincare Inc,Lincare Inc,.,.
596484,601168,Lincare Inc,Lincare Inc,.,.
596487,601168,Lincare Inc,Lincare Inc,.,.
596489,601168,Lincare Inc,Lincare Inc,.,.
595136,601168,Lincare Inc,Lincare Inc,.,.
599183,601168,Lincare Inc,Lincare Inc,.,.
1205277,603544,Astra Zeneca AB,AstraZeneca AB,Forskargatan 18,Forskargatan 18
2232798,613630,Nestle Venezuela S.A,Nestle Venezuela SA,.,.
1003160,605827,"Nguyen Chi Aquatic Product Trading Co.,Ltd",Nguyen Chi Aquatic Product Trading Company Limited - Branch,154/12 Go Dau Street,154/12 Go Dau Street
1608381,607155,Stedman Pharmaceuticals Private Ltd,Stedman Pharmaceuticals Private Ltd,"3-A, Adyar Bridge Road","3-A, Adyar Bridge Road"
670271,608364,Pharmaxis Ltd,"Pharmaxis, Ltd.",Locked Bag 5015,Locked Bag 5015
1345416,610774,Ricardo Hernandez,Ricardo Fernandez,.,.
1865737,610774,Ricardo Mena,Ricardo Fernandez,.,.
2352885,613240,Inversiones San Ignacio,Inversiones Licona Avila,.,.
1942697,613267,Alimentos Nela,Alimentos de Xalapa,.,.
861920,616839,Alcantara,Al - Cantara,.,.
2223217,1844038,Smarte,Smartbee,.,.
2413577,617863,Farmacia Cruz,Farmacias Cruz Azul,.,.
1826850,618475,Connoils LLC,Connoils LLC,P.O. Box 357,P.O. Box 357
821296,620424,Laboratorios Verdan S.A.,Laboratorios Vet,.,.
1270837,620424,Laboratorios Fardel,Laboratorios Vet,.,.
1646477,620424,Laboratorios Syam,Laboratorios Vet,.,.
1979069,620424,Laboratorios Realsa,Laboratorios Vet,.,.
2394344,620424,Laboratorios Vijosa,Laboratorios Vet,.,.
1439337,620837,"Shenzhen Horb Technology Corp., Ltd.","Shenzhen komkia Technology Co.,Ltd.",.,.
2577085,620837,"Shenzhen IWOWN Technology Co., Ltd.","Shenzhen komkia Technology Co.,Ltd.",.,.
1204089,622591,Hamza,Hamz,.,.
799716,623183,Marco,Marcos,.,.
1064422,623183,Marcos,Marcos,.,.
1413331,623183,Marcos,Marcos,.,.
1597069,623183,Marco,Marcos,.,.
1644088,623183,Marcos,Marcos,.,.
1874264,623183,Mars,Marcos,.,.
1910382,623183,Marc,Marcos,.,.
1912636,623183,Marcom,Marcos,.,.
2575734,623183,Marco,Marcos,.,.
653683,759893,Cipla,Cipla,.,.
1446424,759893,Cipla,Cipla,.,.
1505892,759893,Cipla,Cipla,.,.
1594651,759893,Cipla,Cipla,.,.
1801452,759893,Cipla,Cipla,.,.
1944999,759893,Cipla Ltd,Cipla,.,.
1779829,624104,CheTrading,Chetan,.,.
1357189,624123,"Tenuta Castello Az. Agricola Di Rolla, Rosazza E Vercellone S.S.","Tenuta Castello Az. Agricola Di Rolla, Rosazza E Vercellone S.S.",Piazza Castello 8,Piazza Castello 8
1942729,623831,Unoex,Unomex,.,.
1150818,627782,Jorge Alejandro Arias Artega,Jorge Alejandro Soria Valencia,.,.
1496532,1926727,Sauber,Auber,.,.
2501339,642019,Zhejiang Xi'an,zhejiang,.,.
1426266,643386,Bernadette,Bernad,.,.
642102,637598,Savan Pharmaceuticals,Avantis Pharmaceuticals,.,.
851043,637598,Activa Pharmaceuticals,Avantis Pharmaceuticals,.,.
1047768,638384,Global UX,global,.,.
1148461,638384,GlobalReg,global,.,.
1151131,638384,Global MKM,global,.,.
1168465,638384,Global SD6,global,.,.
1321592,638384,Global Egy,global,.,.
1350578,638384,Global May,global,.,.
1420770,638384,Global LCD,global,.,.
1651475,638384,Global,global,.,.
2367655,638384,Globalim,global,.,.
1156530,640182,Delmar,Delma,.,.
637598,642102,Avantis Pharmaceuticals,Savan Pharmaceuticals,.,.
851043,642102,Activa Pharmaceuticals,Savan Pharmaceuticals,.,.
1434950,642102,Saja Pharmaceutical,Savan Pharmaceuticals,.,.
1634480,644126,Ritu,Ritu,.,.
1429268,645022,James Eron,James Chen,.,.
1910286,650065,Karsten Boerdery (Pty) Ltd.,Karsten Boerdery (Pty) Ltd.,PO Box 53,PO Box 53
1561192,651462,John,Johan,.,.
1612361,651462,John,Johan,.,.
1646914,651462,Jo Chan,Johan,.,.
1973180,651462,Johanna,Johan,.,.
759893,653683,Cipla,Cipla,.,.
1446424,653683,Cipla,Cipla,.,.
1505892,653683,Cipla,Cipla,.,.
1594651,653683,Cipla,Cipla,.,.
1801452,653683,Cipla,Cipla,.,.
1944999,653683,Cipla Ltd,Cipla,.,.
1094949,655165,"Shandong Liaocheng Awa Pharmaceutical Co., Ltd","Shandong Liaocheng Luxipharmaceutical Adjuvant Co., Ltd",.,.
746773,655878,"Erka Co., Ltd.","EWAS Co., Ltd.",.,.
843114,657097,International Trade,International Produce,.,.
1135342,657097,International 3PL,International Produce,.,.
1202735,657097,International Pioneer,International Produce,.,.
1420357,657097,International Corp,International Produce,.,.
1876658,657097,International Drupaa Corp,International Produce,.,.
1913817,657097,International Express,International Produce,.,.
1560282,659157,Yingtai Medical Technology Co. Ltd,"Yidekang Medical Technology Co.,Ltd",.,.
1206821,662234,Mr. Zhang,Mr.Zheng,.,.
2070239,662234,Mr.Zhang,Mr.Zheng,.,.
2538608,662234,Mr.Zeng,Mr.Zheng,.,.
673684,662812,"Zhejiang Huikang Medical Co., Ltd",Zhejiang Huikang Medical ,.,.
1293743,663129,Corcasan R.L,Corcasan R.L,Gasolinera Petronic 300m Estate,Gasolinera Petronic 300m Estate
53259,667374,GA Fruit & Vegetable Growers Assoc.,GA Fruit & Vegetable Growers Assn.,PO Box 2945,PO Box 2945
673613,673579,"Shanghai Juheng Medical Equipment Co., Ltd","Shanghai Huaxi Medical Equipment Co., Ltd",.,.
708161,673579,"Shanghai Zhipu Medical Equipment Co., Ltd.","Shanghai Huaxi Medical Equipment Co., Ltd",.,.
907858,673165,Industria Fersal,Industrias ew,.,.
1021912,673165,Industria,Industrias ew,.,.
1173778,673165,Industrias LYA,Industrias ew,.,.
1217246,673165,Industrias RBK,Industrias ew,.,.
1217272,673165,Industrias RBK,Industrias ew,.,.
1613391,673165,Industrias Catedral,Industrias ew,.,.
1854467,673604,"Omnimate Enterprise Co., Ltd.","Omnimate Enterprise Co., Ltd.","6th Floor, No.366, Jhonghe Road","6th Floor, No.366, Jhonghe Road"
673629,673682,"Xianju Youchang Med Co., Ltd","Xianju Youchang Medical Devie Co., Ltd",.,.
673579,673613,"Shanghai Huaxi Medical Equipment Co., Ltd","Shanghai Juheng Medical Equipment Co., Ltd",.,.
708161,673613,"Shanghai Zhipu Medical Equipment Co., Ltd.","Shanghai Juheng Medical Equipment Co., Ltd",.,.
662812,673684,Zhejiang Huikang Medical ,"Zhejiang Huikang Medical Co., Ltd",.,.
673682,673629,"Xianju Youchang Medical Devie Co., Ltd","Xianju Youchang Med Co., Ltd",.,.
678133,678132,"Hongzhou Luke Technology Development Co., Ltd","Hongzhou Luke Technology  Development Co., Ltd",.,.
1214049,677230,MEDICROSS,Medis,.,.
1636421,677230,Medisono,Medis,.,.
1786500,677230,Mediplus,Medis,.,.
1796505,677230,Medisalud,Medis,.,.
1543908,679917,ThermoSafe,Thermo,.,.
678132,678133,"Hongzhou Luke Technology  Development Co., Ltd","Hongzhou Luke Technology Development Co., Ltd",.,.
1577012,678692,Mailboxes Etc,Mail Boxes ETc,.,.
795350,681062,"PROYA COSMETICS CO., LTD","Vov Cosmetics Co., Ltd",.,.
1059733,681149,"K.P. Tech Co.,Ltd","KPM Tech Co., Ltd",.,.
1018799,680535,.,.,.,.
1147148,680535,.,.,.,.
1235237,680535,.,.,.,.
1301476,680535,.,.,.,.
1600462,680535,.,.,.,.
1650675,680535,.,.,.,.
1666520,680535,.,.,.,.
1784307,680535,.,.,.,.
1775519,680535,.,.,.,.
1839444,680535,.,.,.,.
2405687,680535,.,.,.,.
2395669,680535,.,.,.,.
2424850,680535,.,.,.,.
2574697,680535,.,.,.,.
2574691,680535,.,.,.,.
2493574,680535,.,.,.,.
2574699,680535,.,.,.,.
2013245,681150,Guangzhuo Kang Yin Trading Co . LTD,"Guangzhou Wan Bang Trading Co., Ltd",.,.
1826522,681722,Msd,MSDA,.,.
1075177,683492,Michael,Michael,.,.
1082284,683492,Michele,Michael,.,.
1082281,683492,Michele,Michael,.,.
1150478,683492,Michael Lin,Michael,.,.
1152363,683492,Michael,Michael,.,.
1154294,683492,Michael,Michael,.,.
1433084,683492,Michael Jud,Michael,.,.
1480123,683492,Michael Hinn,Michael,.,.
1903897,683492,Michael Nix,Michael,.,.
1813321,683639,Dio Corporation,Dio Corporation,1464 U-Dong,1464 U-dong
1774931,685720,Cecilia Xie,Cecilia,.,.
1217345,688913,"Anatomage, Inc.","Anatomage, Inc.",303 Almaden Boulevard,303 Almaden Boulevard
2234169,687817,"Tip Essentials, Inc.","Tip Essentials, Inc",7584 Blue Lotus Avenue,7584 Blue Lotus Avenue
808210,693994,Comercializadora RD,Comercializadora de Alianza ,.,.
1168756,693994,Comercializadora RD,Comercializadora de Alianza ,.,.
1206220,693994,COMERCIALIZADORA DE INFUSION,Comercializadora de Alianza ,.,.
1446767,693994,Comercializadora General,Comercializadora de Alianza ,.,.
1458662,693994,Comercializadora Ramza,Comercializadora de Alianza ,.,.
1466568,693994,comercializadora,Comercializadora de Alianza ,.,.
1639724,693994,Comercializadora Pineda Encalada,Comercializadora de Alianza ,.,.
1787111,693994,Comercializadora Beta,Comercializadora de Alianza ,.,.
1952573,693994,Comercializadora Del Rio,Comercializadora de Alianza ,.,.
2008671,693994,Comercializadora Alfaro,Comercializadora de Alianza ,.,.
2221376,693994,Comercializadora Gonzalez,Comercializadora de Alianza ,.,.
2367061,693994,Comercializadora Plaza,Comercializadora de Alianza ,.,.
2523260,693994,Comercializadora MendLand,Comercializadora de Alianza ,.,.
1658326,689891,PepsiCo,Pepsico,.,.
1874272,689891,Pepsi,Pepsico,.,.
2063489,689891,PepsiCo,Pepsico,.,.
2097641,689891,PepsiCo,Pepsico,.,.
2063235,689891,Pepsico,Pepsico,.,.
2231178,689891,PepsiCo,Pepsico,.,.
2328580,689891,Pepsi Co,Pepsico,.,.
577540,692376,Viridis BioPharma Pvt. Ltd.,Viridis Biopharma Pvt. Ltd,"6/10, Jogani Industrial Complex","6/10, Jogani Industrial Complex"
1638172,693638,Mark,Mark,.,.
1929096,693638,Marika,Mark,.,.
2050272,693638,Markus,Mark,.,.
2353823,693638,Markus,Mark,.,.
1906661,694874,Croda China Trading Company Ltd.,Croda China Trading Company Ltd / Croda Shanghai,"Unit BCD, Floor 19, Urban City Center","Unit BCD, Floor 19, Urban City Center"
1969625,695070,Lupin,Lupi,.,.
752422,696626,Cooperativa Santa Cruz,Cooperativa Cuatro Pinos,.,.
2573121,697337,"Beijing Qing Han Medical Technology Co.,Ltd","Beijing Puyi Shengji Medical Technology Co., Ltd",.,.
1272065,694988,Grupo Agri-Beans SA De CV,GRUPO SENATA S.A DE C.V,.,.
1617507,694988,Grupo Sanygal S.A DE C.V,GRUPO SENATA S.A DE C.V,.,.
1773741,694830,Sac Express,Casa Express,.,.
2189088,694830,Sa Express,Casa Express,.,.
2274638,694830,Sara Express,Casa Express,.,.
